brand,processor_brand,processor,processor_gnrtn,ram,ssd,hdd,os,os_bit,graphic_card_gb,warranty,msoffice,Price,rating,Number of Ratings,Number of Reviews
Lenovo,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,61990,4 stars,56,7
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,1 year,Yes,63990,4 stars,10,1
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,65990,4 stars,17,4
acer,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,52990,4 stars,155,20
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,49990,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,71990,4 stars,91,17
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,47990,4 stars,35,2
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,2 years,Yes,48490,4 stars,126,13
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,72990,4 stars,74,10
MSI,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,2 years,No,76990,4 stars,75,17
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,6 GB,1 year,Yes,89990,4 stars,124,17
MSI,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,2 years,No,59990,4 stars,1597,228
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,65990,4 stars,3850,378
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,71990,4 stars,7,1
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,71890,4 stars,3,0
Lenovo,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,64990,3 stars,0,0
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,65990,3 stars,0,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,55999,4 stars,5,1
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,73490,4 stars,213,45
HP,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,74490,4 stars,10,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,58340,4 stars,69,6
acer,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,55999,4 stars,6,0
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,67990,4 stars,93,9
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,59990,4 stars,11,2
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,6 GB,1 year,Yes,82990,4 stars,262,31
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,64190,3 stars,0,0
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,70090,4 stars,5,1
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,No,49990,4 stars,45,3
MSI,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,55490,3 stars,8,1
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,97990,5 stars,3,1
ASUS,Intel,Core i5,9th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,54990,4 stars,1681,227
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,59990,4 stars,37,2
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,53990,4 stars,61,2
HP,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,66999,4 stars,17,1
acer,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,60990,4 stars,17,1
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,47990,4 stars,1625,152
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,1 year,Yes,59999,4 stars,4,1
DELL,Intel,Core i5,10th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,79990,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,63990,3 stars,0,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,63990,4 stars,17,1
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,59990,3 stars,0,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,55990,3 stars,0,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,63990,4 stars,3,0
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,69490,3 stars,0,0
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,89390,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,74990,3 stars,0,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,3 years,Yes,64990,4 stars,48,12
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,66490,4 stars,282,36
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,89702,3 stars,0,0
Lenovo,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,70990,4 stars,67,4
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,58990,3 stars,0,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,57500,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,79990,4 stars,23,2
MSI,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,56541,4 stars,677,87
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,59990,3 stars,3,0
Lenovo,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,64990,4 stars,46,4
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,61290,3 stars,4,1
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,54990,4 stars,9,1
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,59990,4 stars,26,4
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,6 GB,1 year,No,84990,5 stars,5,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,72500,4 stars,40,3
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,59990,3 stars,44,6
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,87990,4 stars,28,6
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,57990,4 stars,1541,123
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,69490,4 stars,72,7
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,3 years,Yes,68990,4 stars,44,8
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,1 year,Yes,77990,4 stars,17,2
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,105990,4 stars,59,11
MSI,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,79990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,55490,4 stars,337,27
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,69990,4 stars,10,2
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,84990,4 stars,10,2
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,59990,3 stars,31,7
DELL,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,111890,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,No,65990,4 stars,10,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,1 year,Yes,72990,4 stars,76,14
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,71090,4 stars,44,6
MSI,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,2 years,No,74990,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,79990,4 stars,11,3
MSI,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,55490,4 stars,138,16
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,66490,4 stars,199,17
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,53400,4 stars,46,6
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,74500,4 stars,45,5
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,114990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,61990,4 stars,35,4
APPLE,Intel,Core i5,10th,8 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,159990,4 stars,32,5
APPLE,Intel,Core i5,8th,8 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,172090,4 stars,108,13
MSI,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,74990,3 stars,0,0
MSI,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,56490,4 stars,814,112
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,3 years,No,147000,3 stars,0,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,55990,4 stars,75,9
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,77990,3 stars,0,0
HP,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,106490,4 stars,3,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,2 GB,1 year,Yes,70990,4 stars,11,3
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,64990,4 stars,125,11
acer,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,57990,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,64990,4 stars,4,0
MSI,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,54990,4 stars,714,147
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,111999,3 stars,0,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,70798,4 stars,21,3
Lenovo,Intel,Core i5,9th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,59990,3 stars,9,1
acer,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,99500,3 stars,0,0
HP,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,55990,4 stars,30,4
ASUS,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,72990,4 stars,44,4
acer,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,64990,3 stars,4,1
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,57990,3 stars,0,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,76990,4 stars,14,2
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,2 years,Yes,62998,4 stars,739,71
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,77990,4 stars,31,5
HP,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,114990,4 stars,145,19
DELL,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,65990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,88990,3 stars,19,2
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,113590,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,73990,4 stars,32,6
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,61000,4 stars,1124,100
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,99990,4 stars,35,6
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,67990,4 stars,9,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,70799,4 stars,98,6
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,65990,4 stars,31,2
ASUS,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,53690,4 stars,19,3
MSI,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,55990,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,53190,4 stars,11,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,32-bit,2 GB,2 years,Yes,58999,4 stars,45,3
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,3 years,No,71990,3 stars,0,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,4 GB,No warranty,No,82000,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,84990,3 stars,0,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,89998,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,99990,3 stars,0,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,69899,4 stars,474,37
DELL,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,79990,3 stars,0,0
DELL,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,76300,4 stars,6,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,55999,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,72900,3 stars,24,4
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,73990,4 stars,195,17
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,84990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,2 GB,No warranty,No,73519,3 stars,0,0
HP,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,126000,5 stars,2,1
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,6 GB,1 year,No,88990,3 stars,0,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,114999,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,82990,4 stars,21,2
acer,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,109999,3 stars,0,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,82990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,79990,4 stars,5,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,114990,3 stars,0,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,129999,3 stars,0,0
MSI,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,32-bit,6 GB,No warranty,No,149990,4 stars,10,3
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,71290,3 stars,0,0
DELL,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,79500,4 stars,10,1
DELL,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,82990,3 stars,15,3
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,70980,4 stars,138,23
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,94000,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,82990,4 stars,16,3
MSI,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,79990,4 stars,11,4
ASUS,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,85990,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,86990,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,105990,5 stars,4,0
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,84990,3 stars,0,0
Lenovo,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,59999,4 stars,22,3
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,91999,4 stars,16,2
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,78900,3 stars,16,1
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,132790,3 stars,0,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,60990,3 stars,14,6
Avita,Intel,Core i5,7th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,65556,3 stars,0,0
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,70190,3 stars,6,3
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,No,79590,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,76990,3 stars,0,0
Avita,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,44990,3 stars,17,3
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,84990,3 stars,17,2
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,86999,4 stars,3,0
HP,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,No,78000,4 stars,512,85
Avita,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,73063,3 stars,17,3
HP,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,100990,3 stars,0,0
Lenovo,Intel,Core i5,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,74990,3 stars,3,1
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,75990,4 stars,1365,137
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,2 GB,1 year,Yes,84086,3 stars,8,3
ASUS,Intel,Core i5,11th,8 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,75990,4 stars,368,48
ASUS,Intel,Core i5,11th,8 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,77990,4 stars,202,26
ASUS,Intel,Core i5,10th,8 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,77990,4 stars,187,26
APPLE,Intel,Core i5,10th,16 GB,1024 GB,0 GB,Mac,64-bit,0 GB,1 year,No,179990,4 stars,31,3
APPLE,Intel,Core i5,10th,16 GB,1024 GB,0 GB,Mac,64-bit,0 GB,1 year,No,179990,4 stars,91,5
ASUS,Intel,Core i5,10th,8 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,82990,4 stars,844,118
ASUS,Intel,Core i5,11th,8 GB,1024 GB,0 GB,Windows,64-bit,4 GB,1 year,No,87990,3 stars,0,0
ASUS,Intel,Core i5,11th,8 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,84500,4 stars,3,0
DELL,Intel,Core i5,11th,8 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,74190,4 stars,21,3
Lenovo,Intel,Core i5,11th,8 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,64990,3 stars,4,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,512 GB,Windows,64-bit,0 GB,3 years,No,155411,3 stars,0,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,512 GB,Windows,64-bit,0 GB,3 years,No,125394,3 stars,0,0
acer,Intel,Core i5,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,49990,3 stars,0,0
acer,Intel,Core i5,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,46990,3 stars,253,28
DELL,Intel,Core i5,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,48990,3 stars,470,46
acer,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,2 GB,1 year,Yes,59999,4 stars,118,28
ASUS,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,46990,4 stars,1444,179
MSI,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,64-bit,4 GB,2 years,No,52990,4 stars,1114,137
Lenovo,Intel,Core i5,7th,8 GB,0 GB,1024 GB,Windows,32-bit,2 GB,No warranty,No,57999,3 stars,0,0
Lenovo,Intel,Core i5,4th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,52490,3 stars,78,17
Lenovo,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,4 GB,1 year,No,56990,4 stars,21,5
acer,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,2 GB,1 year,No,61990,4 stars,73,21
DELL,Intel,Core i5,11th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,No warranty,No,58090,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,56990,3 stars,0,0
acer,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,61597,3 stars,0,0
ASUS,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,81990,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,61249,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,No warranty,No,58990,3 stars,0,0
ASUS,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,64-bit,2 GB,No warranty,No,83990,3 stars,0,0
MSI,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,6 GB,No warranty,No,291190,4 stars,7,3
MSI,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,6 GB,No warranty,No,145990,4 stars,715,106
MSI,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,8 GB,No warranty,No,179990,4 stars,24,5
HP,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,2 GB,1 year,Yes,64990,4 stars,23,4
HP,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,46790,4 stars,3062,325
HP,Intel,Core i5,7th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,44599,4 stars,122,12
acer,Intel,Core i5,8th,8 GB,0 GB,1024 GB,Windows,64-bit,2 GB,1 year,No,72964,4 stars,18,6
HP,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,1 year,Yes,48790,3 stars,11,1
acer,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,64-bit,2 GB,1 year,No,56491,3 stars,30,6
ASUS,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,32-bit,0 GB,1 year,Yes,50990,4 stars,1188,127
