brand,processor_brand,processor,processor_gnrtn,ram,ssd,hdd,os,os_bit,graphic_card_gb,warranty,msoffice,Price,rating,Number of Ratings,Number of Reviews
ASUS,Intel,Core i5,10th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,55990,4 stars,23,0
acer,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,57990,4 stars,32,1
ASUS,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,52990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,57990,4 stars,47,0
acer,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,56990,4 stars,27,2
acer,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,55490,3 stars,8,3
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,1 year,No,62490,3 stars,157,20
ASUS,Intel,Core i5,11th,16 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,64990,4 stars,10,1
Lenovo,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,1 year,Yes,59990,4 stars,52,4
ASUS,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,1 year,Yes,60190,4 stars,33,4
ASUS,Intel,Core i5,9th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,54490,4 stars,343,47
Lenovo,Intel,Core i5,9th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,1 year,Yes,60990,4 stars,131,17
DELL,Intel,Core i5,11th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,55790,4 stars,41,4
ASUS,Intel,Core i5,11th,16 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,64990,4 stars,328,51
ASUS,Intel,Core i5,11th,16 GB,256 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,58990,4 stars,6,1
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,54990,3 stars,353,28
HP,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,1 year,Yes,71990,4 stars,127,20
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,1 year,No,69900,3 stars,0,0
Lenovo,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,1 year,Yes,65990,4 stars,241,19
ASUS,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,49990,3 stars,22,2
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,58990,4 stars,8,1
Lenovo,Intel,Core i5,10th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,74590,4 stars,898,128
ASUS,Intel,Core i5,10th,8 GB,256 GB,1024 GB,Windows,32-bit,2 GB,No warranty,No,58990,5 stars,1,1
ASUS,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,64990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,No warranty,No,66490,3 stars,6,1
DELL,Intel,Core i5,10th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,77900,4 stars,179,34
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,No warranty,No,67490,3 stars,41,5
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,61990,3 stars,0,0
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,58990,4 stars,114,9
Lenovo,Intel,Core i5,10th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,74999,4 stars,268,25
ASUS,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,68900,5 stars,6,1
DELL,Intel,Core i5,11th,8 GB,256 GB,1024 GB,Windows,64-bit,2 GB,No warranty,No,71695,4 stars,153,16
acer,Intel,Core i5,11th,16 GB,256 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,62490,3 stars,8,0
DELL,Intel,Core i5,8th,8 GB,0 GB,2048 GB,Windows,64-bit,2 GB,1 year,Yes,62317,4 stars,377,53
MSI,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,8 GB,No warranty,No,207290,3 stars,0,0
DELL,Intel,Core i7,8th,16 GB,256 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,87990,4 stars,120,21
Avita,Intel,Core i7,8th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,73990,3 stars,0,0
ASUS,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,57990,4 stars,76,9
ASUS,Intel,Core i7,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,61990,4 stars,11,2
MSI,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,2 years,No,79990,4 stars,484,56
Lenovo,Intel,Core i7,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,68990,4 stars,44,2
Lenovo,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,85990,4 stars,77,10
Lenovo,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,99990,4 stars,11,3
ASUS,Intel,Core i7,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,77990,4 stars,21,5
Lenovo,Intel,Core i7,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,79990,4 stars,5,2
HP,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,93190,5 stars,4,0
ASUS,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,94990,3 stars,0,0
Lenovo,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,3 years,Yes,84990,4 stars,13,2
MSI,Intel,Core i7,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,57990,4 stars,15,0
HP,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,102990,4 stars,11,2
DELL,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,99990,3 stars,0,0
ASUS,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,94990,4 stars,118,15
HP,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,104000,3 stars,0,0
MSI,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,76990,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,90190,4 stars,6,1
Lenovo,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,88488,3 stars,0,0
MSI,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,No,109990,4 stars,138,30
MSI,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,86990,3 stars,0,0
MSI,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,89990,3 stars,0,0
HP,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,239759,3 stars,0,0
ASUS,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,78990,4 stars,35,4
DELL,Intel,Core i7,8th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,121890,1 star,3,0
ASUS,Intel,Core i7,8th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,85990,4 stars,18,0
MSI,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,2 years,No,94990,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,4 GB,1 year,Yes,92000,4 stars,8,1
HP,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,162990,3 stars,3,1
DELL,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,135300,5 stars,5,2
MSI,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,64990,4 stars,33,5
Lenovo,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,3 years,No,174527,3 stars,0,0
Lenovo,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,162299,3 stars,0,0
DELL,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,109190,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,99999,3 stars,0,0
MSI,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,1 year,No,104990,4 stars,85,9
ASUS,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,109990,3 stars,0,0
ASUS,Intel,Core i7,8th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,99990,4 stars,30,7
Lenovo,Intel,Core i7,8th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,244801,3 stars,0,0
ASUS,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,94990,3 stars,0,0
Lenovo,Intel,Core i7,8th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,86000,3 stars,0,0
Lenovo,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,32-bit,2 GB,No warranty,No,162399,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,119599,3 stars,0,0
Lenovo,Intel,Core i7,10th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,211753,3 stars,0,0
Lenovo,Intel,Core i7,11th,16 GB,512 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,110999,3 stars,0,0
ASUS,Intel,Core i7,8th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,81990,4 stars,40,4
MSI,Intel,Core i7,9th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,2 years,No,66990,4 stars,1639,230
MSI,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,2 years,No,84990,4 stars,498,64
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,104990,3 stars,0,0
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,134990,3 stars,0,0
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,98990,4 stars,445,56
HP,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,Yes,144690,4 stars,17,4
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,99990,3 stars,0,0
MSI,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,2 years,No,119990,4 stars,20,3
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,32-bit,4 GB,1 year,No,194990,3 stars,0,0
ASUS,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,124990,4 stars,17,1
DELL,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,2 GB,No warranty,No,122410,3 stars,0,0
HP,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,179990,4 stars,13,5
MSI,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,4 GB,2 years,No,154990,4 stars,3,2
Lenovo,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,122990,3 stars,4,2
ASUS,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,No,224990,4 stars,9,0
MSI,Intel,Core i7,12th,16 GB,1024 GB,0 GB,Windows,64-bit,8 GB,No warranty,No,279990,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,121990,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,116990,3 stars,0,0
Lenovo,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,No warranty,No,151098,4 stars,7,0
MSI,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,8 GB,2 years,No,129990,4 stars,14,3
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,149999,3 stars,0,0
MSI,Intel,Core i7,12th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,No warranty,No,139990,4 stars,4,2
acer,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,No,129990,4 stars,54,7
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,8 GB,1 year,Yes,171990,3 stars,0,0
DELL,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,93955,4 stars,4,0
ASUS,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,8 GB,No warranty,No,234990,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,128500,3 stars,3,1
Lenovo,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,102990,4 stars,16,2
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,119990,4 stars,8,1
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,32-bit,6 GB,No warranty,No,120980,3 stars,0,0
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,32-bit,6 GB,1 year,No,157249,4 stars,7,0
Lenovo,Intel,Core i7,9th,16 GB,1024 GB,0 GB,Windows,64-bit,4 GB,No warranty,No,229900,3 stars,0,0
ASUS,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,No,131500,3 stars,0,0
ASUS,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,154990,5 stars,3,0
ASUS,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,165990,3 stars,0,0
Lenovo,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,119990,2 stars,2,1
ASUS,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,167990,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,No,165000,3 stars,0,0
Avita,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,62990,3 stars,207,49
Lenovo,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,85990,3 stars,7,2
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,2 GB,1 year,Yes,94990,3 stars,0,0
HP,Intel,Core i7,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,Yes,136990,3 stars,0,0
Lenovo,Intel,Core i7,10th,16 GB,1024 GB,0 GB,Windows,64-bit,8 GB,1 year,Yes,234990,3 stars,0,0
acer,Intel,Core i7,10th,16 GB,2048 GB,0 GB,Windows,64-bit,8 GB,1 year,No,159990,3 stars,4,0
ASUS,Intel,Core i7,10th,16 GB,2048 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,233990,3 stars,0,0
ASUS,Intel,Core i7,10th,16 GB,0 GB,1024 GB,Windows,64-bit,2 GB,No warranty,No,93990,3 stars,0,0
HP,Intel,Core i7,8th,16 GB,128 GB,1024 GB,Windows,64-bit,4 GB,1 year,No,116941,3 stars,0,0
MSI,Intel,Core i7,10th,8 GB,256 GB,1024 GB,Windows,64-bit,4 GB,2 years,No,63990,4 stars,794,83
ASUS,Intel,Core i7,10th,16 GB,256 GB,1024 GB,Windows,64-bit,4 GB,No warranty,No,66990,4 stars,25,4
ASUS,Intel,Core i7,11th,16 GB,256 GB,1024 GB,Windows,32-bit,0 GB,No warranty,No,82500,3 stars,0,0
acer,Intel,Core i7,10th,16 GB,256 GB,1024 GB,Windows,64-bit,6 GB,1 year,No,119990,4 stars,2038,313
MSI,Intel,Core i7,10th,16 GB,256 GB,1024 GB,Windows,64-bit,4 GB,3 years,No,159990,3 stars,0,0
ASUS,Intel,Core i7,8th,16 GB,256 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,98912,3 stars,0,0
acer,Intel,Core i7,11th,16 GB,512 GB,1024 GB,Windows,64-bit,4 GB,1 year,No,92990,4 stars,214,37
acer,Intel,Core i7,11th,16 GB,512 GB,1024 GB,Windows,32-bit,6 GB,1 year,No,119990,4 stars,342,54
acer,Intel,Core i9,11th,32 GB,1024 GB,0 GB,Windows,64-bit,8 GB,1 year,No,169990,3 stars,0,0
acer,Intel,Core i9,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,No,139990,3 stars,0,0
MSI,Intel,Core i9,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,No warranty,No,192990,3 stars,0,0
ASUS,Intel,Core i9,12th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,No warranty,No,299990,3 stars,0,0
ASUS,Intel,Core i9,10th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,No,269990,4 stars,8,1
ASUS,Intel,Core i9,11th,16 GB,1024 GB,0 GB,Windows,64-bit,6 GB,1 year,No,139990,3 stars,0,0
Lenovo,Intel,Core i9,10th,16 GB,1024 GB,0 GB,Windows,32-bit,8 GB,No warranty,No,265998,3 stars,0,0
ASUS,Intel,Core i9,11th,16 GB,3072 GB,0 GB,Windows,32-bit,6 GB,1 year,No,441990,5 stars,1,1
MSI,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,4 GB,No warranty,No,86990,4 stars,218,27
MSI,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,6 GB,No warranty,No,109990,4 stars,78,16
MSI,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,4 GB,No warranty,No,109590,4 stars,5,2
ASUS,Intel,Core i7,10th,16 GB,0 GB,512 GB,DOS,32-bit,6 GB,No warranty,No,146490,3 stars,2,1
APPLE,M1,M1,10th,8 GB,256 GB,0 GB,Mac,64-bit,0 GB,1 year,No,85990,4 stars,6725,629
APPLE,M1,M1,10th,8 GB,256 GB,0 GB,Mac,64-bit,0 GB,1 year,No,112990,4 stars,640,70
APPLE,M1,M1,10th,16 GB,256 GB,0 GB,Mac,64-bit,0 GB,1 year,No,104990,4 stars,45,4
APPLE,M1,M1,10th,16 GB,256 GB,0 GB,Mac,64-bit,0 GB,1 year,No,132990,4 stars,640,70
APPLE,M1,M1,10th,16 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,149990,4 stars,640,70
APPLE,M1,M1,10th,8 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,125990,4 stars,399,45
APPLE,M1,M1,10th,8 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,103990,4 stars,809,91
APPLE,M1,M1,10th,8 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,101990,4 stars,809,91
APPLE,M1,M1,10th,8 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,104990,4 stars,6725,629
APPLE,M1,M1,10th,8 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,131990,4 stars,399,45
APPLE,M1,M1,10th,16 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,128990,4 stars,45,4
APPLE,M1,M1,10th,16 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,184990,4 stars,42,8
APPLE,M1,M1,10th,16 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,225990,4 stars,42,8
APPLE,M1,M1,10th,4 GB,512 GB,0 GB,Mac,64-bit,0 GB,1 year,No,124990,4 stars,45,4
APPLE,M1,M1,10th,8 GB,1024 GB,0 GB,Mac,64-bit,0 GB,1 year,No,149990,4 stars,640,70
APPLE,M1,M1,10th,16 GB,1024 GB,0 GB,Mac,64-bit,0 GB,1 year,No,169990,4 stars,640,70
APPLE,M1,M1,10th,16 GB,1024 GB,0 GB,Mac,64-bit,0 GB,1 year,No,225990,4 stars,42,8
APPLE,M1,M1,10th,16 GB,1024 GB,0 GB,Mac,64-bit,0 GB,1 year,No,243990,4 stars,42,8
APPLE,M1,M1,10th,32 GB,1024 GB,0 GB,Mac,64-bit,0 GB,1 year,No,309990,5 stars,3,1
ASUS,Intel,Pentium Quad,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,No warranty,No,45990,3 stars,0,0
ASUS,Intel,Pentium Quad,Not Available,4 GB,128 GB,0 GB,Windows,32-bit,0 GB,No warranty,No,58100,3 stars,0,0
ASUS,Intel,Pentium Quad,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,62990,3 stars,0,0
HP,Intel,Pentium Quad,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,32990,4 stars,77,9
ASUS,Intel,Pentium Quad,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,33990,4 stars,6,0
acer,Intel,Pentium Quad,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,30990,4 stars,465,89
DELL,Intel,Pentium Quad,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,36000,4 stars,102,16
ASUS,Intel,Pentium Quad,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,32990,4 stars,7,1
DELL,Intel,Pentium Quad,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,35990,3 stars,0,0
ASUS,Intel,Pentium Quad,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,27990,3 stars,0,0
ASUS,Intel,Pentium Quad,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,25990,3 stars,4741,658
ASUS,Intel,Pentium Quad,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,25990,3 stars,2736,350
ASUS,Intel,Pentium Quad,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,30780,3 stars,0,0
HP,AMD,Ryzen 3,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,37990,4 stars,2214,241
ASUS,AMD,Ryzen 3,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,35990,4 stars,2886,375
DELL,AMD,Ryzen 3,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,39490,4 stars,34,4
DELL,AMD,Ryzen 3,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,36990,4 stars,137,15
DELL,AMD,Ryzen 3,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,39990,4 stars,7,0
ASUS,AMD,Ryzen 3,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,33690,4 stars,170,26
DELL,AMD,Ryzen 3,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,40590,3 stars,0,0
ASUS,AMD,Ryzen 3,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,37990,4 stars,39,3
ASUS,AMD,Ryzen 3,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,34500,4 stars,2886,375
acer,AMD,Ryzen 3,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,No,36990,4 stars,11,2
HP,AMD,Ryzen 3,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,43490,4 stars,163,33
HP,AMD,Ryzen 3,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,41490,4 stars,153,21
acer,AMD,Ryzen 3,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,34990,3 stars,0,0
HP,AMD,Ryzen 3,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,44490,4 stars,267,42
DELL,AMD,Ryzen 3,Not Available,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,40590,3 stars,0,0
DELL,AMD,Ryzen 3,Not Available,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,No warranty,No,42090,3 stars,3,0
DELL,AMD,Ryzen 3,Not Available,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,35990,4 stars,59,12
HP,AMD,Ryzen 3,Not Available,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,39490,4 stars,7291,895
DELL,AMD,Ryzen 3,Not Available,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,37390,4 stars,38,5
DELL,AMD,Ryzen 3,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,52632,3 stars,0,0
DELL,AMD,Ryzen 3,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,39990,4 stars,409,39
DELL,AMD,Ryzen 3,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,43990,3 stars,0,0
HP,AMD,Ryzen 3,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,1 year,No,32917,4 stars,353,58
Lenovo,AMD,Ryzen 3,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,34990,3 stars,38,6
DELL,AMD,Ryzen 3,Not Available,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,No warranty,No,39990,3 stars,18,4
HP,AMD,Ryzen 3,Not Available,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,1 year,Yes,41999,4 stars,3524,432
DELL,AMD,Ryzen 5,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,41990,4 stars,939,107
DELL,AMD,Ryzen 5,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,No,44490,4 stars,14,1
DELL,AMD,Ryzen 5,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,41990,4 stars,649,84
DELL,AMD,Ryzen 5,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,1 year,Yes,44490,4 stars,8,2
